230306_1351,1,globals,Period,NumPeriods,RepeatTreatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,globals,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Answer_01_a,Answer_01_b,Answer_02_a,Answer_02_b,Answer_03_a,Answer_03_b,Answer_04,Answer_05,TimeOKControlQuestionsOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,1,1,0,0,1,20,20,40,40,50,30,2,9,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,2,1,0,0,1,20,20,40,40,50,30,2,9,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,3,1,0,0,1,20,20,40,40,50,30,2,9,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,4,1,0,0,1,20,20,40,40,50,30,2,9,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,5,1,0,0,1,20,20,40,40,50,30,2,9,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,6,1,0,0,1,20,20,40,40,50,30,2,9,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,7,1,0,0,1,20,20,40,40,50,30,2,9,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,subjects,1,8,1,0,0,1,20,20,40,40,50,30,2,9,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,summary,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,summary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,Subject,FinalProfit,ShowUpFee,ShowUpFeeInvested,MoneyAdded,MoneyToPay,MoneyEarned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,1,session,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,2,globals,Period,NumPeriods,RepeatTreatment,Endowment,MPCR,fee_cost,Show_up,Exchange,N,AuctionStop,AuctionNoStop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,2,globals,1,20,0,20,0.5,0,2.5,0.016666667,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230306_1351,2,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,rand,RandomPlayer,Player,j,k,f,fee,MyCont,GroupCont,Private,Public,AvgCont,MinCont,MaxCont,PunAssign[1],PunAssign[2],PunAssign[3],PunAssign[4],PunReceived[1],PunReceived[2],PunReceived[3],PunReceived[4],TotalAssign,TotalReceived,TotalAssignCost,TotalReceivedCost,PunAssignP[1],PunAssignP[2],PunAssignP[3],PunAssignP[4],PunReceivedP[1],PunReceivedP[2],PunReceivedP[3],PunReceivedP[4],ProfitCS,ProfitFee,ProfitPS,Earnings,number_fee,TimeOKStage1ContributionStageOK,r,MyContRand,RandomRank,RankSubj,x,y,z,RankP[1],RankP[2],RankP[3],RankP[4],Cont[1],Cont[2],Cont[3],Cont[4],ContP[1],ContP[2],ContP[3],ContP[4],Max_i,Med_i,Min_i,fee[1],fee[2],fee[3],fee[4],feeP[1],feeP[2],feeP[3],feeP[4],TimeOKInfoScreenAfterStage1OK,TimeOKStage2PunishmentStageOK,i,auxPunRec,TotalPunishCost,Total_Earnings,Total_Payoffs,Earnings[1],Earnings[2],Earnings[3],Earnings[4],EarningsP[1],EarningsP[2],EarningsP[3],EarningsP[4],Total_Earnings[1],Total_Earnings[2],Total_Earnings[3],Total_Earnings[4],Total_EarningsP[1],Total_EarningsP[2],Total_EarningsP[3],Total_EarningsP[4],TimeOKInfoScreenAfterStage3OK,TimeOKLastScreenInfoOK,
230306_1351,2,subjects,1,1,1,10000,10000,0,0.940784233,3,14,11,12,13,0,20,70,0,35,17.5,10,20,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,35,0,30,30,0,18,0.433491461,20.43349146,0,1,2,3,4,3,2,4,1,20,20,20,10,20,20,10,20,20,20,10,0,0,0,0,0,0,0,0,6,8,5,0,5,30,0,30,34,34,24,34,34,24,30,30,34,34,24,34,34,24,30,0,0,
230306_1351,2,subjects,1,2,1,10000,10000,0,0.793827403,1,12,11,13,14,0,20,70,0,35,17.5,10,20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,0,34,34,0,26,0.333135413,20.33313541,1,2,1,3,4,3,2,4,1,20,20,20,10,20,20,10,20,20,20,10,0,0,0,0,0,0,0,0,0,3,5,0,1,34,0,30,34,34,24,34,34,24,30,30,34,34,24,34,34,24,30,5,-,
230306_1351,2,subjects,1,3,2,10000,10000,0,0.806628047,3,14,11,12,13,0,20,60,0,30,15,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,0,22,0.909311299,20.9093113,0,1,2,3,4,2,3,4,1,20,20,10,10,20,10,10,20,20,10,10,0,0,0,0,0,0,0,0,9,14,5,0,0,30,0,30,30,34,38,30,34,38,30,30,30,34,38,30,34,38,30,6,-,
230306_1351,2,subjects,1,4,1,10000,10000,0,0.690988066,0,11,12,13,14,0,20,70,0,35,17.5,10,20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,0,34,34,0,21,0.151756057,20.15175606,2,3,1,2,4,3,2,4,1,20,20,20,10,20,20,10,20,20,20,10,0,0,0,0,0,0,0,0,7,9,5,0,1,34,0,30,34,34,24,34,34,24,30,30,34,34,24,34,34,24,30,6,-,
230306_1351,2,subjects,1,5,2,10000,10000,0,0.485028452,1,12,11,13,14,0,10,60,10,30,15,10,20,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,40,0,34,34,0,21,0.769210313,10.76921031,2,3,1,2,4,2,3,4,1,20,20,10,10,20,10,10,20,20,20,10,0,0,0,0,0,0,0,0,6,15,5,2,6,34,0,30,30,34,38,30,34,38,30,30,30,34,38,30,34,38,30,4,-,
230306_1351,2,subjects,1,6,2,10000,10000,0,0.651855126,2,13,11,12,14,0,10,60,10,30,15,10,20,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,40,0,38,38,0,22,0.336843764,10.33684376,3,4,1,2,3,2,3,4,1,20,20,10,10,20,10,10,20,20,20,10,0,0,0,0,0,0,0,0,0,4,5,0,2,38,0,30,30,34,38,30,34,38,30,30,30,34,38,30,34,38,30,3,-,
